date	impfungen	impfungen_kumulativ	impfungen_biontech	impfungen_biontech_kumulativ	impfungen_biontech_min1	impfungen_biontech_min1_kumulativ	impfungen_biontech_gi	impfungen_biontech_gi_kumulativ	impfungen_biontech_boost1	impfungen_biontech_boost1_kumulativ	impfungen_biontech_boost2	impfungen_biontech_boost2_kumulativ	impfungen_biontech_boost3	impfungen_biontech_boost3_kumulativ	impfungen_biontech_boost4	impfungen_biontech_boost4_kumulativ	impfungen_moderna	impfungen_moderna_kumulativ	impfungen_moderna_min1	impfungen_moderna_min1_kumulativ	impfungen_moderna_gi	impfungen_moderna_gi_kumulativ	impfungen_moderna_boost1	impfungen_moderna_boost1_kumulativ	impfungen_moderna_boost2	impfungen_moderna_boost2_kumulativ	impfungen_moderna_boost3	impfungen_moderna_boost3_kumulativ	impfungen_moderna_boost4	impfungen_moderna_boost4_kumulativ	impfungen_astra	impfungen_astra_kumulativ	impfungen_astra_min1	impfungen_astra_min1_kumulativ	impfungen_astra_gi	impfungen_astra_gi_kumulativ	impfungen_astra_boost1	impfungen_astra_boost1_kumulativ	impfungen_astra_boost2	impfungen_astra_boost2_kumulativ	impfungen_astra_boost3	impfungen_astra_boost3_kumulativ	impfungen_astra_boost4	impfungen_astra_boost4_kumulativ	impfungen_johnson	impfungen_johnson_kumulativ	impfungen_johnson_min1	impfungen_johnson_min1_kumulativ	impfungen_johnson_gi	impfungen_johnson_gi_kumulativ	impfungen_johnson_boost1	impfungen_johnson_boost1_kumulativ	impfungen_johnson_boost2	impfungen_johnson_boost2_kumulativ	impfungen_johnson_boost3	impfungen_johnson_boost3_kumulativ	impfungen_johnson_boost4	impfungen_johnson_boost4_kumulativ	impfungen_novavax	impfungen_novavax_kumulativ	impfungen_novavax_min1	impfungen_novavax_min1_kumulativ	impfungen_novavax_gi	impfungen_novavax_gi_kumulativ	impfungen_novavax_boost1	impfungen_novavax_boost1_kumulativ	impfungen_novavax_boost2	impfungen_novavax_boost2_kumulativ	impfungen_novavax_boost3	impfungen_novavax_boost3_kumulativ	impfungen_novavax_boost4	impfungen_novavax_boost4_kumulativ	impfungen_valneva	impfungen_valneva_kumulativ	impfungen_valneva_min1	impfungen_valneva_min1_kumulativ	impfungen_valneva_gi	impfungen_valneva_gi_kumulativ	impfungen_valneva_boost1	impfungen_valneva_boost1_kumulativ	impfungen_valneva_boost2	impfungen_valneva_boost2_kumulativ	impfungen_valneva_boost3	impfungen_valneva_boost3_kumulativ	impfungen_valneva_boost4	impfungen_valneva_boost4_kumulativ	impfungen_biontech_bivalent	impfungen_biontech_bivalent_kumulativ	impfungen_biontech_bivalent_min1	impfungen_biontech_bivalent_min1_kumulativ	impfungen_biontech_bivalent_gi	impfungen_biontech_bivalent_gi_kumulativ	impfungen_biontech_bivalent_boost1	impfungen_biontech_bivalent_boost1_kumulativ	impfungen_biontech_bivalent_boost2	impfungen_biontech_bivalent_boost2_kumulativ	impfungen_biontech_bivalent_boost3	impfungen_biontech_bivalent_boost3_kumulativ	impfungen_biontech_bivalent_boost4	impfungen_biontech_bivalent_boost4_kumulativ	impfungen_moderna_bivalent	impfungen_moderna_bivalent_kumulativ	impfungen_moderna_bivalent_min1	impfungen_moderna_bivalent_min1_kumulativ	impfungen_moderna_bivalent_gi	impfungen_moderna_bivalent_gi_kumulativ	impfungen_moderna_bivalent_boost1	impfungen_moderna_bivalent_boost1_kumulativ	impfungen_moderna_bivalent_boost2	impfungen_moderna_bivalent_boost2_kumulativ	impfungen_moderna_bivalent_boost3	impfungen_moderna_bivalent_boost3_kumulativ	impfungen_moderna_bivalent_boost4	impfungen_moderna_bivalent_boost4_kumulativ	personen_min1	personen_min1_kumulativ	impfungen_min1	impfungen_min1_kumulativ	impfquote_min1	personen_gi	personen_gi_kumulativ	impfungen_gi	impfungen_gi_kumulativ	impfquote_gi	personen_boost1	personen_boost1_kumulativ	impfungen_boost1	impfungen_boost1_kumulativ	impfquote_boost1	personen_boost2	personen_boost2_kumulativ	impfungen_boost2	impfungen_boost2_kumulativ	impfquote_boost2	personen_boost3	personen_boost3_kumulativ	impfungen_boost3	impfungen_boost3_kumulativ	impfquote_boost3	personen_boost4	personen_boost4_kumulativ	impfungen_boost4	impfungen_boost4_kumulativ	impfquote_boost4
2021-09-04	106566	104761880	87761	79531336	36508	38990884	46947	40446373	4301	94047	5	32	0	0	0	0	8553	9461901	1482	4425530	6667	5030165	404	6204	0	2	0	0	0	0	362	12754518	25	9261635	336	3492117	1	766	0	0	0	0	0	0	9890	3014125	9881	3011612	5	1090	4	1423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47896	55689661	47896	55689661	0.66905	54280	50975885	53955	48969745	0.61242	4710	102440	4710	102440	0.00123	5	34	5	34	0	0	0	0	0	0	0	0	0	0	0
2021-09-05	59897	104821777	49116	79580452	20546	39011430	25756	40472129	2813	96860	1	33	0	0	0	0	5744	9467645	918	4426448	4555	5034720	271	6475	0	2	0	0	0	0	59	12754577	16	9261651	42	3492159	0	766	1	1	0	0	0	0	4978	3019103	4967	3016579	6	1096	5	1428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26447	55716108	26447	55716108	0.66937	30468	51006353	30359	49000104	0.61278	3089	105529	3089	105529	0.00127	2	36	2	36	0	0	0	0	0	0	0	0	0	0	0
2021-09-06	153331	104975108	133193	79713645	53276	39064706	65270	40537399	14638	111498	9	42	0	0	0	0	9759	9477404	2002	4428450	6537	5041257	1214	7689	6	8	0	0	0	0	1102	12755679	177	9261828	915	3493074	10	776	0	1	0	0	0	0	9277	3028380	9273	3025852	3	1099	1	1429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64728	55780836	64728	55780836	0.67014	76015	51082368	72725	49072829	0.6137	15863	121392	15863	121392	0.00146	15	51	15	51	0	0	0	0	0	0	0	0	0	0	0
2021-09-07	247007	105222115	224888	79938533	89080	39153786	111324	40648723	24477	135975	7	49	0	0	0	0	9215	9486619	1689	4430139	6347	5047604	1179	8868	0	8	0	0	0	0	1268	12756947	188	9262016	1074	3494148	6	782	0	1	0	0	0	0	11636	3040016	11619	3037471	5	1104	12	1441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102576	55883412	102576	55883412	0.67138	123743	51206111	118750	49191579	0.61518	25674	147066	25674	147066	0.00177	7	58	7	58	0	0	0	0	0	0	0	0	0	0	0
2021-09-08	284432	105506547	258118	80196651	99018	39252804	129045	40777768	30047	166022	8	57	0	0	0	0	12230	9498849	1940	4432079	8597	5056201	1693	10561	0	8	0	0	0	0	1260	12758207	156	9262172	1098	3495246	6	788	0	1	0	0	0	0	12824	3052840	12786	3050257	16	1120	22	1463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113900	55997312	113900	55997312	0.67274	143485	51349596	138756	49330335	0.61691	31768	178834	31768	178834	0.00215	8	66	8	66	0	0	0	0	0	0	0	0	0	0	0
2021-09-09	269730	105776277	243027	80439678	95975	39348779	120822	40898590	26223	192245	7	64	0	0	0	0	11360	9510209	1571	4433650	7997	5064198	1792	12353	0	8	0	0	0	0	1185	12759392	165	9262337	1015	3496261	5	793	0	1	0	0	0	0	14158	3066998	14130	3064387	10	1130	18	1481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111841	56109153	111841	56109153	0.67409	135885	51485481	129844	49460179	0.61854	28038	206872	28038	206872	0.00249	7	73	7	73	0	0	0	0	0	0	0	0	0	0	0
2021-09-10	219068	105995345	189998	80629676	67640	39416419	101843	41000433	20512	212757	3	67	0	0	0	0	12498	9522707	1972	4435622	9085	5073283	1438	13791	3	11	0	0	0	0	986	12760378	110	9262447	873	3497134	3	796	0	1	0	0	0	0	15586	3082584	15543	3079930	13	1143	30	1511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85265	56194418	85265	56194418	0.67511	116100	51601581	111814	49571993	0.61993	21983	228855	21983	228855	0.00275	6	79	6	79	0	0	0	0	0	0	0	0	0	0	0
2021-09-11	108589	106103934	88623	80718299	30617	39447036	52322	41052755	5681	218438	3	70	0	0	0	0	8845	9531552	1662	4437284	6662	5079945	521	14312	0	11	0	0	0	0	133	12760511	41	9262488	92	3497226	0	796	0	1	0	0	0	0	10988	3093572	10970	3090900	8	1151	10	1521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43290	56237708	43290	56237708	0.67563	59404	51660985	59084	49631077	0.62065	6212	235067	6212	235067	0.00282	3	82	3	82	0	0	0	0	0	0	0	0	0	0	0
2021-09-12	61638	106165572	51185	80769484	16629	39463665	30442	41083197	4111	222549	3	73	0	0	0	0	5174	9536726	925	4438209	3911	5083856	338	14650	0	11	0	0	0	0	45	12760556	4	9262492	39	3497265	2	798	0	1	0	0	0	0	5234	3098806	5224	3096124	5	1156	5	1526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22782	56260490	22782	56260490	0.67591	34467	51695452	34397	49665474	0.62106	4456	239523	4456	239523	0.00288	3	85	3	85	0	0	0	0	0	0	0	0	0	0	0
2021-09-13	160768	106326340	137599	80907083	47342	39511007	71044	41154241	19207	241756	6	79	0	0	0	0	10177	9546903	2337	4440546	6569	5090425	1270	15920	1	12	0	0	0	0	954	12761510	120	9262612	833	3498098	1	799	0	1	0	0	0	0	12038	3110844	12021	3108145	2	1158	15	1541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61820	56322310	61820	56322310	0.67665	82048	51777500	78448	49743922	0.62205	20493	260016	20493	260016	0.00312	7	92	7	92	0	0	0	0	0	0	0	0	0	0	0
2021-09-14	265300	106591640	242040	81149123	87911	39598918	117637	41271878	36483	278239	9	88	0	0	0	0	8209	9555112	2332	4442878	5244	5095669	633	16553	0	12	0	0	0	0	1563	12763073	511	9263123	1048	3499146	4	803	0	1	0	0	0	0	13488	3124332	13478	3121623	6	1164	4	1545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104232	56426542	104232	56426542	0.6779	128949	51906449	123935	49867857	0.6236	37124	297140	37124	297140	0.00357	9	101	9	101	0	0	0	0	0	0	0	0	0	0	0
2021-09-15	311921	106903561	284184	81433307	95988	39694906	139978	41411856	48204	326443	14	102	0	0	0	0	11416	9566528	2559	4445437	7745	5103414	1109	17662	3	15	0	0	0	0	1141	12764214	108	9263231	1024	3500170	8	811	1	2	0	0	0	0	15180	3139512	15143	3136766	13	1177	24	1569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113798	56540340	113798	56540340	0.67927	153961	52060410	148760	50016617	0.62545	49345	346485	49345	346485	0.00416	18	119	18	119	0	0	0	0	0	0	0	0	0	0	0
2021-09-16	290907	107194468	263508	81696815	95054	39789960	129151	41541007	39290	365733	13	115	0	0	0	0	9820	9576348	2510	4447947	6268	5109682	1038	18700	4	19	0	0	0	0	1568	12765782	502	9263733	1060	3501230	6	817	0	2	0	0	0	0	16011	3155523	15987	3152753	11	1188	13	1582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114053	56654393	114053	56654393	0.68064	142902	52203312	136490	50153107	0.62716	40347	386832	40347	386832	0.00465	17	136	17	136	0	0	0	0	0	0	0	0	0	0	0
2021-09-17	236693	107431161	209261	81906076	69631	39859591	109944	41650951	29666	395399	20	135	0	0	0	0	10943	9587291	3011	4450958	6809	5116491	1120	19820	3	22	0	0	0	0	620	12766402	113	9263846	504	3501734	3	820	0	2	0	0	0	0	15869	3171392	15847	3168600	11	1199	10	1592	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88602	56742995	88602	56742995	0.6817	121572	52324884	117268	50270375	0.62862	30799	417631	30799	417631	0.00502	24	160	24	160	0	0	0	0	0	0	0	0	0	0	0
2021-09-18	111403	107542564	93355	81999431	29343	39888934	56811	41707762	7198	402597	3	138	0	0	0	0	7637	9594928	1797	4452755	5290	5121781	548	20368	2	24	0	0	0	0	239	12766641	121	9263967	116	3501850	2	822	0	2	0	0	0	0	10172	3181564	10158	3178758	6	1205	8	1600	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41419	56784414	41419	56784414	0.6822	62562	52387446	62223	50332598	0.62938	7756	425387	7756	425387	0.00511	5	165	5	165	0	0	0	0	0	0	0	0	0	0	0
2021-09-19	63030	107605594	52451	82051882	15314	39904248	32887	41740649	4245	406842	5	143	0	0	0	0	5848	9600776	1800	4454555	3266	5125047	781	21149	1	25	0	0	0	0	162	12766803	52	9264019	110	3501960	0	822	0	2	0	0	0	0	4569	3186133	4562	3183320	1	1206	6	1606	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21728	56806142	21728	56806142	0.68246	36283	52423729	36264	50368862	0.62981	5032	430419	5032	430419	0.00517	6	171	6	171	0	0	0	0	0	0	0	0	0	0	0
2021-09-20	158461	107764055	140108	82191990	40982	39945230	74893	41815542	24219	431061	14	157	0	0	0	0	7854	9608630	1955	4456510	4773	5129820	1123	22272	3	28	0	0	0	0	894	12767697	161	9264180	726	3502686	7	829	0	2	0	0	0	0	9605	3195738	9585	3192905	9	1215	11	1617	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52683	56858825	52683	56858825	0.68309	83524	52507253	80401	50449263	0.63082	25360	455779	25360	455779	0.00548	17	188	17	188	0	0	0	0	0	0	0	0	0	0	0
2021-09-21	263148	108027203	243835	82435825	76820	40022050	120637	41936179	46370	477431	8	165	0	0	0	0	7817	9616447	1859	4458369	4539	5134359	1415	23687	4	32	0	0	0	0	694	12768391	129	9264309	561	3503247	4	833	0	2	0	0	0	0	10802	3206540	10791	3203696	6	1221	5	1622	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89599	56948424	89599	56948424	0.68417	130414	52637667	125743	50575006	0.63238	47794	503573	47794	503573	0.00605	12	200	12	200	0	0	0	0	0	0	0	0	0	0	0
2021-09-22	301058	108328261	278027	82713852	82117	40104167	136571	42072750	59303	536734	36	201	0	0	0	0	10017	9626464	1693	4460062	5948	5140307	2376	26063	0	32	0	0	0	0	842	12769233	118	9264427	722	3503969	2	835	0	2	0	0	0	0	12172	3218712	12153	3215849	8	1229	11	1633	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96081	57044505	96081	57044505	0.68533	147474	52785141	143249	50718255	0.63415	61692	565265	61692	565265	0.00679	36	236	36	236	0	0	0	0	0	0	0	0	0	0	0
2021-09-23	284950	108613211	262535	82976387	84055	40188222	129410	42202160	49040	585774	30	231	0	0	0	0	8159	9634623	1610	4461672	5100	5145407	1446	27509	3	35	0	0	0	0	703	12769936	150	9264577	549	3504518	4	839	0	2	0	0	0	0	13553	3232265	13526	3229375	19	1248	8	1641	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99341	57143846	99341	57143846	0.68652	140756	52925897	135078	50853333	0.63584	50498	615763	50498	615763	0.0074	33	269	33	269	0	0	0	0	0	0	0	0	0	0	0
2021-09-24	222384	108835595	199820	83176207	59145	40247367	107051	42309211	33599	619373	25	256	0	0	0	0	9437	9644060	1710	4463382	6444	5151851	1280	28789	3	38	0	0	0	0	441	12770377	133	9264710	304	3504822	4	843	0	2	0	0	0	0	12686	3244951	12662	3242037	12	1260	11	1652	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73650	57217496	73650	57217496	0.6874	117568	53043465	113811	50967144	0.63726	34894	650657	34894	650657	0.00782	29	298	29	298	0	0	0	0	0	0	0	0	0	0	0
2021-09-25	99694	108935289	84675	83260882	22621	40269988	53150	42362361	8885	628258	19	275	0	0	0	0	6350	9650410	1208	4464590	4276	5156127	864	29653	2	40	0	0	0	0	89	12770466	27	9264737	61	3504883	1	844	0	2	0	0	0	0	8580	3253531	8571	3250608	4	1264	5	1657	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32427	57249923	32427	57249923	0.68779	57987	53101452	57491	51024635	0.63795	9755	660412	9755	660412	0.00793	21	319	21	319	0	0	0	0	0	0	0	0	0	0	0
2021-09-26	53486	108988775	45520	83306402	12209	40282197	28584	42390945	4725	632983	2	277	0	0	0	0	3852	9654262	595	4465185	2808	5158935	444	30097	5	45	0	0	0	0	34	12770500	12	9264749	22	3504905	0	844	0	2	0	0	0	0	4080	3257611	4069	3254677	7	1271	4	1661	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16885	57266808	16885	57266808	0.688	31497	53132949	31421	51056056	0.63833	5173	665585	5173	665585	0.008	7	326	7	326	0	0	0	0	0	0	0	0	0	0	0
2021-09-27	148824	109137599	134103	83440505	37473	40319670	69332	42460277	27268	660251	30	307	0	0	0	0	6144	9660406	1375	4466560	3936	5162871	830	30927	3	48	0	0	0	0	341	12770841	113	9264862	227	3505132	1	845	0	2	0	0	0	0	8236	3265847	8213	3262890	9	1280	14	1675	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47174	57313982	47174	57313982	0.68856	76507	53209456	73504	51129560	0.63925	28113	693698	28113	693698	0.00833	33	359	33	359	0	0	0	0	0	0	0	0	0	0	0
2021-09-28	251790	109389389	235635	83676140	70751	40390421	114025	42574302	50844	711095	15	322	0	0	0	0	5692	9666098	1043	4467603	3172	5166043	1472	32399	5	53	0	0	0	0	350	12771191	89	9264951	242	3505374	19	864	0	2	0	0	0	0	10113	3275960	10104	3272994	8	1288	1	1676	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81987	57395969	81987	57395969	0.68955	121641	53331097	117447	51247007	0.64071	52336	746034	52336	746034	0.00896	20	379	20	379	0	0	0	0	0	0	0	0	0	0	0
2021-09-29	268404	109657793	252175	83928315	71118	40461539	121450	42695752	59574	770669	33	355	0	0	0	0	5654	9671752	1144	4468747	3314	5169357	1194	33593	2	55	0	0	0	0	516	12771707	160	9265111	344	3505718	12	876	0	2	0	0	0	0	10059	3286019	10034	3283028	7	1295	18	1694	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82456	57478425	82456	57478425	0.69054	129138	53460235	125115	51372122	0.64226	60798	806832	60798	806832	0.00969	35	414	35	414	0	0	0	0	0	0	0	0	0	0	0
2021-09-30	233180	109890973	217033	84145348	63757	40525296	109944	42805696	43310	813979	22	377	0	0	0	0	5601	9677353	1166	4469913	3270	5172627	1153	34746	12	67	0	0	0	0	327	12772034	89	9265200	236	3505954	2	878	0	2	0	0	0	0	10219	3296238	10208	3293236	6	1301	5	1699	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75220	57553645	75220	57553645	0.69144	117516	53577751	113456	51485578	0.64368	44470	851302	44470	851302	0.01023	34	448	34	448	0.00001	0	0	0	0	0	0	0	0	0	0
2021-10-01	127013	110017986	117352	84262700	36584	40561880	55373	42861069	25391	839370	4	381	0	0	0	0	3025	9680378	897	4470810	1584	5174211	544	35290	0	67	0	0	0	0	218	12772252	84	9265284	127	3506081	7	885	0	2	0	0	0	0	6418	3302656	6396	3299632	7	1308	15	1714	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43961	57597606	43961	57597606	0.69197	60552	53638303	57091	51542669	0.6444	25957	877259	25957	877259	0.01054	4	452	4	452	0.00001	0	0	0	0	0	0	0	0	0	0
2021-10-02	29137	110047123	24161	84286861	8616	40570496	12507	42873576	3037	842407	1	382	0	0	0	0	1956	9682334	593	4471403	1032	5175243	330	35620	1	68	0	0	0	0	38	12772290	13	9265297	24	3506105	1	886	0	2	0	0	0	0	2982	3305638	2977	3302609	4	1312	1	1715	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12199	57609805	12199	57609805	0.69212	13793	53652096	13567	51556236	0.64457	3369	880628	3369	880628	0.01058	2	454	2	454	0.00001	0	0	0	0	0	0	0	0	0	0
2021-10-03	8485	110055608	6935	84293796	2283	40572779	3520	42877096	1131	843538	1	383	0	0	0	0	752	9683086	173	4471576	336	5175579	243	35863	0	68	0	0	0	0	2	12772292	1	9265298	1	3506106	0	886	0	2	0	0	0	0	796	3306434	795	3303404	1	1313	0	1715	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3252	57613057	3252	57613057	0.69216	3927	53656023	3858	51560094	0.64462	1374	882002	1374	882002	0.0106	1	455	1	455	0.00001	0	0	0	0	0	0	0	0	0	0
2021-10-04	96414	110152022	87404	84381200	25619	40598398	42233	42919329	19470	863008	82	465	0	0	0	0	3615	9686701	860	4472436	1564	5177143	1191	37054	0	68	0	0	0	0	193	12772485	62	9265360	123	3506229	8	894	0	2	0	0	0	0	5202	3311636	5196	3308600	0	1313	6	1721	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31737	57644794	31737	57644794	0.69254	46947	53702970	43920	51604014	0.64518	20675	902677	20675	902677	0.01084	82	537	82	537	0.00001	0	0	0	0	0	0	0	0	0	0
2021-10-05	220263	110372285	209757	84590957	57443	40655841	99923	43019252	52389	915397	2	467	0	0	0	0	3823	9690524	959	4473395	1763	5178906	1100	38154	1	69	0	0	0	0	279	12772764	59	9265419	208	3506437	12	906	0	2	0	0	0	0	6404	3318040	6382	3314982	0	1313	21	1742	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64843	57709637	64843	57709637	0.69332	105843	53808813	101894	51705908	0.64645	53522	956199	53522	956199	0.01149	4	541	4	541	0.00001	0	0	0	0	0	0	0	0	0	0
